added,collx_id,category,number,name,team,year,brand,set,flags,condition,front_image,back_image,market_value,asking_price,sold_for_price,purchase_price,location,notes,quantity
7/20/26,1115573933920802816,Baseball,674,Andre Granillo,Washington Nationals,2026,Topps,2026 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1115573933920802816-1-iR96.jpg,https://storage.googleapis.com/collx-product-images/1115573933920802816-2-aEX8.jpg,0.50,0.5,,,Mule Sauce,,1
7/20/26,1115573938660366336,Baseball,60,Alex Freeland,Los Angeles Dodgers,2026,Topps,2026 Topps - Flagship Collection (Series Two),,RAW,https://storage.googleapis.com/collx-product-images/1115573938660366336-1-pYDV.jpg,https://storage.googleapis.com/collx-product-images/1115573938660366336-2-zpmA.jpg,2.49,2.5,,,Mule Sauce,,1
7/20/26,1115573924844328960,Baseball,75,Adley Rutschman,Baltimore Orioles,2026,Topps,2026 Topps - Flagship Collection (Series Two),,RAW,https://storage.googleapis.com/collx-product-images/1115573924844328960-1-MJUw.jpg,https://storage.googleapis.com/collx-product-images/1115573924844328960-2-FWAd.jpg,1.49,1.5,,,Mule Sauce,,1
7/20/26,1115573929374177280,Baseball,696,Andrew Hoffmann,Arizona Diamondbacks,2026,Topps,2026 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1115573929374177280-1-oHTN.jpg,https://storage.googleapis.com/collx-product-images/1115573929374177280-2-OrvG.jpg,0.67,0.5,,,Mule Sauce,,1
7/20/26,1115573915600082944,Baseball,595,Austin Martin,Minnesota Twins,2025,Topps,2025 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573915600082944-1-WpR3.jpg,https://storage.googleapis.com/collx-product-images/1115573915600082944-2-u2dG.jpg,0.99,1,,,Mule Sauce,,1
7/20/26,1115573919760832512,Baseball,381,Brian Van Belle,Tampa Bay Rays,2026,Topps,2026 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1115573919760832512-1-9xRE.jpg,https://storage.googleapis.com/collx-product-images/1115573919760832512-2-CMVR.jpg,1.80,1.89,,,Mule Sauce,,1
7/20/26,1115573906347448320,Baseball,280,Brandon Nimmo,New York Mets,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1115573906347448320-1-ExGW.jpg,https://storage.googleapis.com/collx-product-images/1115573906347448320-2-Vxcf.jpg,1.45,1.5,,,Mule Sauce,,1
7/20/26,1115573910583695360,Baseball,280,Brandon Nimmo,New York Mets,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1115573910583695360-1-MkTm.jpg,https://storage.googleapis.com/collx-product-images/1115573910583695360-2-ExGO.jpg,1.45,1.5,,,Mule Sauce,,1
7/20/26,1115573897648461824,Baseball,474,Bob Rodgers,Montreal Expos,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573897648461824-1-DgcP.jpg,https://storage.googleapis.com/collx-product-images/1115573897648461824-2-WvOO.jpg,0.05,0.25,,,Mule Sauce,,1
7/20/26,1115573901716936704,Baseball,474,Bob Rodgers,Montreal Expos,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573901716936704-1-HOsd.jpg,https://storage.googleapis.com/collx-product-images/1115573901716936704-2-0v36.jpg,0.05,0.25,,,Mule Sauce,,1
7/20/26,1115573889184356352,Baseball,474,Bob Rodgers,Montreal Expos,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573889184356352-1-DGZq.jpg,https://storage.googleapis.com/collx-product-images/1115573889184356352-2-IFwq.jpg,0.05,0.25,,,Mule Sauce,,1
7/20/26,1115573893722593280,Baseball,412,Barry Lyons,New York Mets,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573893722593280-1-Qm3n.jpg,https://storage.googleapis.com/collx-product-images/1115573893722593280-2-W7R5.jpg,0.99,1,,,Mule Sauce,,1
7/20/26,1115573884872611840,Baseball,590,Andres Galarraga,Montreal Expos,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573884872611840-1-M8LR.jpg,https://storage.googleapis.com/collx-product-images/1115573884872611840-2-mqic.jpg,0.40,0.5,,,Mule Sauce,,1
7/20/26,1115573876173625344,Baseball,412,Barry Lyons,New York Mets,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573876173625344-1-nu7k.jpg,https://storage.googleapis.com/collx-product-images/1115573876173625344-2-YwuH.jpg,0.99,1,,,Mule Sauce,,1
7/20/26,1115573880309209088,Baseball,333,Bob Ojeda,New York Mets,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573880309209088-1-wVb.jpg,https://storage.googleapis.com/collx-product-images/1115573880309209088-2-raXM.jpg,1.20,1,,,Mule Sauce,,1
7/20/26,1115573867986343936,Baseball,612,Adam Ottavino,New York Mets,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573867986343936-1-VHvm.jpg,https://storage.googleapis.com/collx-product-images/1115573867986343936-2-FKXE.jpg,1.29,1.5,,,Mule Sauce,,1
7/20/26,1115573871979321344,Baseball,89,Brett Baty,New York Mets,2023,Topps,2023 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1115573871979321344-1-qoB0.jpg,https://storage.googleapis.com/collx-product-images/1115573871979321344-2-AZ5t.jpg,0.95,1,,,Mule Sauce,,1
7/20/26,1115573858188449792,Baseball,614,Brandon Nimmo,New York Mets,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573858188449792-1-2ceq.jpg,https://storage.googleapis.com/collx-product-images/1115573858188449792-2-Dc60.jpg,1.11,1,,,Mule Sauce,,1
7/20/26,1115573863347443712,Baseball,612,Adam Ottavino,New York Mets,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573863347443712-1-o1rs.jpg,https://storage.googleapis.com/collx-product-images/1115573863347443712-2-wbSe.jpg,1.29,1.5,,,Mule Sauce,,1
7/20/26,1115573850168940544,Baseball,555,Bert Blyleven,Minnesota Twins,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573850168940544-1-0ImT.jpg,https://storage.googleapis.com/collx-product-images/1115573850168940544-2-IdQe.jpg,0.09,0.25,,,Mule Sauce,,1
7/20/26,1115573854245804032,Baseball,503,Al Newman,Minnesota Twins,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573854245804032-1-v9Wb.jpg,https://storage.googleapis.com/collx-product-images/1115573854245804032-2-LQA.jpg,0.06,0.25,,,Mule Sauce,,1
7/20/26,1115573841612560384,Baseball,281,Aaron Ashby,Milwaukee Brewers,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573841612560384-1-WKsn.jpg,https://storage.googleapis.com/collx-product-images/1115573841612560384-2-J6a5.jpg,1.59,1.5,,,Mule Sauce,,1
7/20/26,1115573845513263104,Baseball,415,Alex Kirilloff,Minnesota Twins,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1115573845513263104-1-9Mkj.jpg,https://storage.googleapis.com/collx-product-images/1115573845513263104-2-lCoc.jpg,1.49,1.5,,,Mule Sauce,,1
7/20/26,1114923017491923968,Baseball,25,William Contreras,Milwaukee Brewers,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1114923017491923968-1-vPmK.jpg,https://storage.googleapis.com/collx-product-images/1114923017491923968-2-ZyI0.jpg,0.91,1,,,Blackmagicdesign,,1
7/20/26,1114923021375849472,Baseball,433,William Contreras,Milwaukee Brewers,2025,Topps,2025 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114923021375849472-1-biP.jpg,https://storage.googleapis.com/collx-product-images/1114923021375849472-2-X69f.jpg,15.00,15,,,Blackmagicdesign,,1
7/20/26,1114923008499336192,Baseball,115,Xavier Edwards,Miami Marlins,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1114923008499336192-1-QG7r.jpg,https://storage.googleapis.com/collx-product-images/1114923008499336192-2-0r0K.jpg,1.16,1,,,Blackmagicdesign,,1
7/20/26,1114923012836246528,Baseball,106,Willy Adames,Milwaukee Brewers,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114923012836246528-1-GXN.jpg,https://storage.googleapis.com/collx-product-images/1114923012836246528-2-vKsG.jpg,0.24,0.25,,,Blackmagicdesign,,1
7/20/26,1114923000580490240,Baseball,115,Xavier Edwards,Miami Marlins,2025,Topps,2025 Topps Chrome - Lightboard Logo Refractors,,RAW,https://storage.googleapis.com/collx-product-images/1114923000580490240-1-IXA6.jpg,https://storage.googleapis.com/collx-product-images/1114923000580490240-2-0D4D.jpg,9.97,10,,,Blackmagicdesign,,1
7/20/26,1114923004162425856,Baseball,115,Xavier Edwards,Miami Marlins,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1114923004162425856-1-OqsE.jpg,https://storage.googleapis.com/collx-product-images/1114923004162425856-2-Jm0.jpg,1.16,1,,,Blackmagicdesign,,1
7/20/26,1114922992879748096,Baseball,211,Zach Neto,Los Angeles Angels,2025,Topps,2025 Topps Chrome - Prism Refractors,,RAW,https://storage.googleapis.com/collx-product-images/1114922992879748096-1-H59O.jpg,https://storage.googleapis.com/collx-product-images/1114922992879748096-2-nOHx.jpg,1.94,2,,,Blackmagicdesign,,1
7/20/26,1114922996864336896,Baseball,27,Yoshinobu Yamamoto,Los Angeles Dodgers,2025,Topps,2025 Topps All-Star Game,,RAW,https://storage.googleapis.com/collx-product-images/1114922996864336896-1-JPOe.jpg,https://storage.googleapis.com/collx-product-images/1114922996864336896-2-FLGu.jpg,1.31,1.5,,,Blackmagicdesign,,1
7/20/26,1114922985011233792,Baseball,BCP-15,Walker Janek,Houston Astros,2025,Bowman,2025 Bowman - Chrome Prospects,,RAW,https://storage.googleapis.com/collx-product-images/1114922985011233792-1-VV1e.jpg,https://storage.googleapis.com/collx-product-images/1114922985011233792-2-OuGN.jpg,1.23,1,,,Blackmagicdesign,,1
7/20/26,1114922988828050432,Baseball,181,Yordan Alvarez,Houston Astros,2023,Topps,2023 Topps - Foilboard Retail,SN608,RAW,https://storage.googleapis.com/collx-product-images/1114922988828050432-1-0WCq.jpg,https://storage.googleapis.com/collx-product-images/1114922988828050432-2-qpNH.jpg,5.85,6,,,Blackmagicdesign,,1
7/20/26,1114922980749820928,Baseball,607,Willie Ansley,Houston Astros,1989,Topps,1989 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1114922980749820928-1-TbOk.jpg,https://storage.googleapis.com/collx-product-images/1114922980749820928-2-UkGR.jpg,1.00,1,,,Blackmagicdesign,,1
7/20/26,1114922911057265664,Baseball,FS-20,Sonny Gray,Minnesota Twins,2023,Topps,2023 Topps - Favorite Sons,,RAW,https://storage.googleapis.com/collx-product-images/1114922911057265664-1-ixTl.jpg,https://storage.googleapis.com/collx-product-images/1114922911057265664-2-YapG.jpg,1.48,1.5,,,Blackmagicdesign,,1
7/20/26,1114922906309313536,Baseball,361,Victor Caratini,Milwaukee Brewers,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922906309313536-1-oPoX.jpg,https://storage.googleapis.com/collx-product-images/1114922906309313536-2-y6bf.jpg,1.49,1.5,,,Blackmagicdesign,,1
7/20/26,1114922893239862272,Baseball,344,Tom Trebelhorn,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922893239862272-1-TqMN.jpg,https://storage.googleapis.com/collx-product-images/1114922893239862272-2-xBco.jpg,1.64,1.5,,,Blackmagicdesign,,1
7/20/26,1114922899019613184,Baseball,361,Victor Caratini,Milwaukee Brewers,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922899019613184-1-WEwr.jpg,https://storage.googleapis.com/collx-product-images/1114922899019613184-2-U6OY.jpg,1.49,1.5,,,Blackmagicdesign,,1
7/20/26,1114922884012393472,Baseball,595,Teddy Higuera,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922884012393472-1-FIK.jpg,https://storage.googleapis.com/collx-product-images/1114922884012393472-2-knGk.jpg,0.99,1,,,Blackmagicdesign,,1
7/20/26,1114922888349303808,Baseball,595,Teddy Higuera,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922888349303808-1-3Pku.jpg,https://storage.googleapis.com/collx-product-images/1114922888349303808-2-GQ06.jpg,0.99,1,,,Blackmagicdesign,,1
7/20/26,1114922874952696832,Baseball,61,Tyrone Taylor,Milwaukee Brewers,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922874952696832-1-4PuE.jpg,https://storage.googleapis.com/collx-product-images/1114922874952696832-2-sJkY.jpg,1.27,1.5,,,Blackmagicdesign,,1
7/20/26,1114922879448990720,Baseball,419,Tom Filer,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922879448990720-1-o6fb.jpg,https://storage.googleapis.com/collx-product-images/1114922879448990720-2-V4kw.jpg,1.60,1.5,,,Blackmagicdesign,,1
7/20/26,1114922866010440704,Baseball,29,Trevor Rogers,Miami Marlins,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922866010440704-1-1Sxl.jpg,https://storage.googleapis.com/collx-product-images/1114922866010440704-2-zs7y.jpg,1.59,1.5,,,Blackmagicdesign,,1
7/20/26,1114922871060382720,Baseball,361,Victor Caratini,Milwaukee Brewers,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922871060382720-1-P3J.jpg,https://storage.googleapis.com/collx-product-images/1114922871060382720-2-vF7.jpg,1.49,1.5,,,Blackmagicdesign,,1
7/20/26,1114922858125149184,Baseball,107,Sandy Alcantara,Miami Marlins,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922858125149184-1-eXn.jpg,https://storage.googleapis.com/collx-product-images/1114922858125149184-2-OYFB.jpg,0.89,1,,,Blackmagicdesign,,1
7/20/26,1114922861807748096,Baseball,18,Tanner Scott,Miami Marlins,2023,Topps,2023 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1114922861807748096-1-hRVC.jpg,https://storage.googleapis.com/collx-product-images/1114922861807748096-2-IPEQ.jpg,1.41,1.5,,,Blackmagicdesign,,1
7/20/26,1114922850650899456,Baseball,122,Valente Bellozo,Miami Marlins,2025,Topps,2025 Topps Chrome,RC,RAW,https://storage.googleapis.com/collx-product-images/1114922850650899456-1-n1g7.jpg,https://storage.googleapis.com/collx-product-images/1114922850650899456-2-5ohT.jpg,0.36,0.5,,,Blackmagicdesign,,1
7/20/26,1114922854450938880,Baseball,122,Valente Bellozo,Miami Marlins,2025,Topps,2025 Topps Chrome - Refractors,RC,RAW,https://storage.googleapis.com/collx-product-images/1114922854450938880-1-AI5V.jpg,https://storage.googleapis.com/collx-product-images/1114922854450938880-2-72lx.jpg,,1,,,Blackmagicdesign,,1
7/20/26,1114922842950157312,Baseball,126,Sandy Alcantara,Miami Marlins,2025,Topps,2025 Topps Chrome - Prism Refractors,,RAW,https://storage.googleapis.com/collx-product-images/1114922842950157312-1-AvFN.jpg,https://storage.googleapis.com/collx-product-images/1114922842950157312-2-Kwf.jpg,1.29,1.5,,,Blackmagicdesign,,1
7/20/26,1114922847169627136,Baseball,171,Starlin Castro,Miami Marlins,2019,Topps,2019 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1114922847169627136-1-qYo8.jpg,https://storage.googleapis.com/collx-product-images/1114922847169627136-2-O0mR.jpg,0.25,0.5,,,Blackmagicdesign,,1
7/20/26,1114922834704155648,Baseball,651,Sal Frelick,Milwaukee Brewers,2025,Topps,2025 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922834704155648-1-xRa6.jpg,https://storage.googleapis.com/collx-product-images/1114922834704155648-2-JvHc.jpg,0.99,1,,,Blackmagicdesign,,1
7/20/26,1114922838646801408,Baseball,603,Tyrone Taylor,Milwaukee Brewers,2020,Topps,2020 Topps Heritage,RC,RAW,https://storage.googleapis.com/collx-product-images/1114922838646801408-1-ZxMR.jpg,https://storage.googleapis.com/collx-product-images/1114922838646801408-2-noNP.jpg,1.65,1.5,,,Blackmagicdesign,,1
7/20/26,1114922826877584384,Baseball,465,Tyler Glasnow,Los Angeles Dodgers,2025,Topps,2025 Topps Heritage,SP,RAW,https://storage.googleapis.com/collx-product-images/1114922826877584384-1-rSiY.jpg,https://storage.googleapis.com/collx-product-images/1114922826877584384-2-k7tW.jpg,1.99,2,,,Blackmagicdesign,,1
7/20/26,1114922830971225088,Baseball,456,Tim Belcher,Los Angeles Dodgers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922830971225088-1-JMgv.jpg,https://storage.googleapis.com/collx-product-images/1114922830971225088-2-9Uj.jpg,0.99,1,,,Blackmagicdesign,,1
7/20/26,1114922819143287808,Baseball,114,Salvador Perez,Kansas City Royals,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1114922819143287808-1-VNl.jpg,https://storage.googleapis.com/collx-product-images/1114922819143287808-2-HSwF.jpg,1.89,2,,,Blackmagicdesign,,1
7/20/26,1114922822960104448,Baseball,128,Teoscar Hernández,Los Angeles Dodgers,2025,Topps,2025 Topps Chrome - Prism Refractors,,RAW,https://storage.googleapis.com/collx-product-images/1114922822960104448-1-yBlB.jpg,https://storage.googleapis.com/collx-product-images/1114922822960104448-2-0wpx.jpg,1.41,1.5,,,Blackmagicdesign,,1
7/20/26,1114922807508288512,Baseball,193,Sparky Anderson,Detroit Tigers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922807508288512-1-4sdL.jpg,https://storage.googleapis.com/collx-product-images/1114922807508288512-2-zpre.jpg,2.75,3,,,Blackmagicdesign,"UER: #553 misspelled ""Salazer""; ",1
7/20/26,1114922811224441856,Baseball,US276,Spencer Turnbull,Detroit Tigers,2019,Topps,2019 Topps Update,RC,RAW,https://storage.googleapis.com/collx-product-images/1114922811224441856-1-Plxf.jpg,https://storage.googleapis.com/collx-product-images/1114922811224441856-2-SxtN.jpg,1.00,1,,,Blackmagicdesign,,1
7/20/26,1114922814823154688,Baseball,19,Tarik Skubal,Detroit Tigers,2025,Topps,2025 Topps All-Star Game,,RAW,https://storage.googleapis.com/collx-product-images/1114922814823154688-1-0L0N.jpg,https://storage.googleapis.com/collx-product-images/1114922814823154688-2-iq0I.jpg,1.75,2,,,Blackmagicdesign,,1
7/20/26,1114922742563685376,Baseball,598,Rowdy Tellez,Milwaukee Brewers,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922742563685376-1-zIAd.jpg,https://storage.googleapis.com/collx-product-images/1114922742563685376-2-0QaB.jpg,1.00,1,,,Blackmagicdesign,,1
7/20/26,1114922734066025472,Baseball,192,Paul Mirabella,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922734066025472-1-hE22.jpg,https://storage.googleapis.com/collx-product-images/1114922734066025472-2-K7Hw.jpg,1.00,1,,,Blackmagicdesign,,1
7/20/26,1114922738176443392,Baseball,731,Mike Young,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922738176443392-1-kka5.jpg,https://storage.googleapis.com/collx-product-images/1114922738176443392-2-txy2.jpg,0.05,0.25,,,Blackmagicdesign,,1
7/20/26,1114922725861966848,Baseball,63,Mark Clear,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922725861966848-1-GNcH.jpg,https://storage.googleapis.com/collx-product-images/1114922725861966848-2-wK0.jpg,0.05,0.25,,,Blackmagicdesign,,1
7/20/26,1114922730047882240,Baseball,263,Mike Felder,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922730047882240-1-uUKw.jpg,https://storage.googleapis.com/collx-product-images/1114922730047882240-2-WIrh.jpg,0.49,0.5,,,Blackmagicdesign,,1
7/20/26,1114922717171368960,Baseball,491,Mike Birkbeck,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922717171368960-1-jB0J.jpg,https://storage.googleapis.com/collx-product-images/1114922717171368960-2-8HiJ.jpg,0.74,0.5,,,Blackmagicdesign,,1
7/20/26,1114922721910932480,Baseball,263,Mike Felder,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922721910932480-1-gIge.jpg,https://storage.googleapis.com/collx-product-images/1114922721910932480-2-45qb.jpg,0.49,0.5,,,Blackmagicdesign,,1
7/20/26,1114922708455605248,Baseball,533,Milwaukee Brewers,Milwaukee Brewers,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922708455605248-1-W4sF.jpg,https://storage.googleapis.com/collx-product-images/1114922708455605248-2-6GQH.jpg,1.75,2,,,Blackmagicdesign,,1
7/20/26,1114922712926733312,Baseball,364,Rob Deer,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922712926733312-1-jxTe.jpg,https://storage.googleapis.com/collx-product-images/1114922712926733312-2-JI9Q.jpg,1.49,1.5,,,Blackmagicdesign,,1
7/20/26,1114922700201214976,Baseball,539,Ryan Weathers,Miami Marlins,2025,Topps,2025 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922700201214976-1-cPZb.jpg,https://storage.googleapis.com/collx-product-images/1114922700201214976-2-z5nb.jpg,0.99,1,,,Blackmagicdesign,,1
7/20/26,1114922704320021504,Baseball,22,Nestor Cortes,Milwaukee Brewers,2025,Topps,2025 Topps Chrome - X-Fractors,,RAW,https://storage.googleapis.com/collx-product-images/1114922704320021504-1-muf6.jpg,https://storage.googleapis.com/collx-product-images/1114922704320021504-2-yMGh.jpg,0.25,0.5,,,Blackmagicdesign,,1
7/20/26,1114922689715454976,Baseball,473,Miami Marlins,Miami Marlins,2023,Topps,2023 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922689715454976-1-1IQr.jpg,https://storage.googleapis.com/collx-product-images/1114922689715454976-2-R5xe.jpg,1.69,1.5,,,Blackmagicdesign,,1
7/20/26,1114922694161417216,Baseball,388,Max Meyer,Miami Marlins,2023,Topps,2023 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1114922694161417216-1-gpmH.jpg,https://storage.googleapis.com/collx-product-images/1114922694161417216-2-Ov6b.jpg,0.99,1,,,Blackmagicdesign,,1
7/20/26,1114922681729500160,Baseball,134,Otto Lopez,Miami Marlins,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1114922681729500160-1-2Vk0.jpg,https://storage.googleapis.com/collx-product-images/1114922681729500160-2-NNxT.jpg,0.99,1,,,Blackmagicdesign,,1
7/20/26,1114922685672145920,Baseball,134,Otto Lopez,Miami Marlins,2025,Topps,2025 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1114922685672145920-1-b2gY.jpg,https://storage.googleapis.com/collx-product-images/1114922685672145920-2-H1sQ.jpg,0.99,1,,,Blackmagicdesign,,1
7/20/26,1114922673995203584,Baseball,394,Orel Hershiser,Los Angeles Dodgers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922673995203584-1-IlOQ.jpg,https://storage.googleapis.com/collx-product-images/1114922673995203584-2-mI9A.jpg,0.99,1,,,Blackmagicdesign,,1
7/20/26,1114922677820408832,Baseball,5,Orel Hershiser,Los Angeles Dodgers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922677820408832-1-Klwt.jpg,https://storage.googleapis.com/collx-product-images/1114922677820408832-2-jpPt.jpg,1.50,1.5,,,Blackmagicdesign,,1
7/20/26,1114922666730669056,Baseball,217,Roki Sasaki,Los Angeles Dodgers,2025,Topps,2025 Topps Chrome,RC,RAW,https://storage.googleapis.com/collx-product-images/1114922666730669056-1-fIjw.jpg,https://storage.googleapis.com/collx-product-images/1114922666730669056-2-eBiv.jpg,1.99,2,,,Blackmagicdesign,,1
7/20/26,1114922670362936320,Baseball,45,River Ryan,Los Angeles Dodgers,2025,Topps,2025 Topps Heritage,RC,RAW,https://storage.googleapis.com/collx-product-images/1114922670362936320-1-RMiV.jpg,https://storage.googleapis.com/collx-product-images/1114922670362936320-2-BFCh.jpg,1.49,1.5,,,Blackmagicdesign,,1
7/20/26,1114922659742958592,Baseball,159,Los Angeles Angels,Los Angeles Angels,2022,Topps,2022 Topps Chrome Sapphire Edition,,RAW,https://storage.googleapis.com/collx-product-images/1114922659742958592-1-22hg.jpg,https://storage.googleapis.com/collx-product-images/1114922659742958592-2-aWC.jpg,18.00,18,,,Blackmagicdesign,,1
7/20/26,1114922663115179008,Baseball,FS-1,Mike Trout,Los Angeles Angels,2023,Topps,2023 Topps - Favorite Sons,,RAW,https://storage.googleapis.com/collx-product-images/1114922663115179008-1-spKh.jpg,https://storage.googleapis.com/collx-product-images/1114922663115179008-2-GoHd.jpg,1.48,1.5,,,Blackmagicdesign,,1
7/20/26,1114922652075770880,Baseball,31,Matt Manning,Detroit Tigers,2022,Topps,2022 Topps Chrome Sapphire Edition,RC,RAW,https://storage.googleapis.com/collx-product-images/1114922652075770880-1-xCnC.jpg,https://storage.googleapis.com/collx-product-images/1114922652075770880-2-5mGV.jpg,0.95,1,,,Blackmagicdesign,,1
7/20/26,1114922655909364736,Baseball,SMLBC-44,Miguel Cabrera,Detroit Tigers,2023,Topps,2023 Topps - Stars of MLB Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1114922655909364736-1-ehdv.jpg,https://storage.googleapis.com/collx-product-images/1114922655909364736-2-raUJ.jpg,1.35,1.5,,,Blackmagicdesign,,1
7/20/26,1114922639492858880,Baseball,583,Paul Gibson,Detroit Tigers,1989,Topps,1989 Topps,RC,RAW,https://storage.googleapis.com/collx-product-images/1114922639492858880-1-GmG4.jpg,https://storage.googleapis.com/collx-product-images/1114922639492858880-2-ptFS.jpg,1.11,1,,,Blackmagicdesign,,1
7/20/26,1114922645188723712,Baseball,59,Riley Greene,Detroit Tigers,2025,Topps,2025 Topps All-Star Game,,RAW,https://storage.googleapis.com/collx-product-images/1114922645188723712-1-RD6G.jpg,https://storage.googleapis.com/collx-product-images/1114922645188723712-2-03ph.jpg,1.49,1.5,,,Blackmagicdesign,,1
7/20/26,1114922574867022848,Baseball,123,Jose Berrios,Minnesota Twins,2019,Topps,2019 Topps Chrome,,RAW,https://storage.googleapis.com/collx-product-images/1114922574867022848-1-30mx.jpg,https://storage.googleapis.com/collx-product-images/1114922574867022848-2-bsAR.jpg,0.25,0.5,,,Blackmagicdesign,,1
7/20/26,1114922566478414848,Baseball,287,Juan Nieves,Milwaukee Brewers,1989,Topps,1989 Topps,,RAW,https://storage.googleapis.com/collx-product-images/1114922566478414848-1-nA.jpg,https://storage.googleapis.com/collx-product-images/1114922566478414848-2-vjj.jpg,1.34,1.5,,,Blackmagicdesign,,1
7/20/26,1114922570597221376,Baseball,BCP-139,Kyle DeBarge,Minnesota Twins,2025,Bowman,2025 Bowman - Chrome Prospects,,RAW,https://storage.googleapis.com/collx-product-images/1114922570597221376-1-4Iyr.jpg,https://storage.googleapis.com/collx-product-images/1114922570597221376-2-wHaF.jpg,0.99,1,,,Blackmagicdesign,,1
